tailnum,type,manufacturer,issue_date,model,status,aircraft_type,engine_type,year
N625SW,Corporation,BOEING,1996-10-22,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N62631,Corporation,BOEING,1995-06-13,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N626AA,Corporation,BOEING,1990-09-05,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N626AE,Corporation,EMBRAER,1999-03-18,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N626AS,Corporation,BOEING,2001-02-09,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N626AW,Corporation,AIRBUS INDUSTRIE,1990-04-02,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N626DL,Corporation,BOEING,1987-07-25,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N626SW,Corporation,BOEING,1996-10-22,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N627AA,Corporation,BOEING,1990-09-28,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N627AE,Corporation,EMBRAER,1999-04-09,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N627AS,Corporation,BOEING,2001-03-29,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N627AW,Corporation,AIRBUS INDUSTRIE,1990-01-19,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N627DL,Corporation,BOEING,2007-10-15,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N627JB,Corporation,AIRBUS,2005-11-04,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N627SW,Corporation,BOEING,1996-10-22,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N628AA,Corporation,BOEING,1990-09-04,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N628AE,Corporation,EMBRAER,1999-04-15,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N628AW,Corporation,AIRBUS INDUSTRIE,1990-01-04,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N628DL,Corporation,BOEING,1987-07-01,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N628SW,Corporation,BOEING,1996-10-23,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N629AA,Corporation,BOEING,1999-12-14,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N629AE,Corporation,EMBRAER,1999-05-10,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N629AW,Corporation,AIRBUS INDUSTRIE,1990-01-18,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
N629BR,Corporation,BOMBARDIER INC,1998-07-23,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N629DL,Corporation,BOEING,1987-12-15,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N629JB,Corporation,AIRBUS,2005-11-03,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N629SW,Corporation,BOEING,1996-07-24,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N630AA,Corporation,BOEING,1999-12-14,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N630AE,Corporation,EMBRAER,1999-05-17,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N630DL,Corporation,BOEING,1987-12-14,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N630JB,Corporation,AIRBUS,2005-12-22,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N630WN,Corporation,BOEING,1996-07-18,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N631AA,Corporation,BOEING,1990-11-08,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N631AE,Corporation,EMBRAER,1999-06-17,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N631AW,Corporation,AIRBUS INDUSTRIE,1989-12-27,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
N631DL,Corporation,BOEING,1987-12-21,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N631SW,Corporation,BOEING,1996-07-16,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N632AA,Corporation,BOEING,1990-11-08,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N632AE,Corporation,EMBRAER,1999-06-23,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N632AW,Corporation,AIRBUS INDUSTRIE,1990-01-03,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N632DL,Corporation,BOEING,1987-12-29,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N632JB,Corporation,AIRBUS,2006-01-11,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N632SW,Corporation,BOEING,1996-07-31,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N63305,Corporation,BOEING,2006-01-19,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
N633AA,Corporation,BOEING,1990-11-16,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N633AE,Corporation,EMBRAER,1999-07-16,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N633AW,Corporation,AIRBUS INDUSTRIE,1989-01-02,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N633DL,Corporation,BOEING,2006-08-02,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N633JB,Corporation,AIRBUS,2006-02-01,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N633SW,Corporation,BOEING,1996-09-05,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N634AA,Corporation,BOEING,1990-12-20,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N634AE,Corporation,EMBRAER,1999-07-21,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N634AW,Corporation,AIRBUS INDUSTRIE,1990-09-28,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
N634DL,Corporation,BOEING,1988-02-03,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N634JB,Corporation,AIRBUS,2006-03-13,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N634SW,Corporation,BOEING,1996-09-10,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N635AA,Corporation,BOEING,1990-12-19,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N635AE,Corporation,EMBRAER,1999-08-13,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N635DL,Corporation,BOEING,1988-03-03,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N635JB,Corporation,AIRBUS,2006-04-04,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N635SW,Corporation,BOEING,1996-10-03,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N636AE,Corporation,EMBRAER,1999-08-18,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N636AW,Corporation,AIRBUS INDUSTRIE,1990-09-28,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
N636DL,Corporation,BOEING,1988-06-03,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N636JB,Corporation,AIRBUS,2006-12-06,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N636WN,Corporation,BOEING,1997-01-06,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N637AE,Corporation,EMBRAER,1999-09-15,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N637AW,Corporation,AIRBUS INDUSTRIE,1990-09-28,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
N637DL,Corporation,BOEING,1988-06-03,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N637JB,Corporation,AIRBUS,2006-05-24,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N637SW,Corporation,BOEING,1996-10-04,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N638AA,Corporation,BOEING,1991-04-19,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N638AE,Corporation,EMBRAER,1999-09-22,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N638DL,Corporation,BOEING,1988-06-16,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N638JB,Corporation,AIRBUS,2006-06-14,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N638SW,Corporation,BOEING,1996-11-05,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N639AA,Corporation,BOEING,1991-02-27,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N639AE,Corporation,EMBRAER,1999-10-22,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N639DL,Corporation,BOEING,1988-12-05,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N639JB,Corporation,AIRBUS,2006-06-28,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N639SW,Corporation,BOEING,1996-11-13,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N640AE,Corporation,EMBRAER,1999-10-27,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N640AS,Corporation,AEROSPATIALE/ALENIA,2005-09-15,ATR-72-212,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1994
N640AW,Corporation,AIRBUS INDUSTRIE,1999-05-25,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
N640DL,Corporation,BOEING,1988-12-21,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N640JB,Corporation,AIRBUS,2006-07-12,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N640SW,Corporation,BOEING,1997-02-19,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N641AA,Corporation,BOEING,2002-01-11,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N641AE,Corporation,EMBRAER,1999-11-17,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N641AS,Corporation,AEROSPATIALE/ALENIA,2005-09-15,ATR-72-212,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1994
N641CA,Corporation,BOMBARDIER INC,2003-10-30,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N641DL,Corporation,BOEING,2002-12-31,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N641JB,Corporation,AIRBUS,2006-08-02,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N641SW,Corporation,BOEING,1997-02-25,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N641UA,Corporation,BOEING,1991-04-19,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N642AA,Corporation,BOEING,1991-04-08,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N642AE,Corporation,EMBRAER,1999-11-23,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N642AS,Corporation,AEROSPATIALE/ALENIA,2005-09-15,ATR-72-212,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1994
N642AW,Corporation,AIRBUS INDUSTRIE,2007-11-28,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N642CA,Corporation,BOMBARDIER INC,2003-12-08,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N642DL,Corporation,BOEING,1989-01-26,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N642UA,Corporation,BOEING,2005-11-23,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N642WN,Corporation,BOEING,1997-02-11,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N643AA,Corporation,BOEING,1991-07-03,757-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N643AE,Corporation,EMBRAER,1999-12-10,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N643AS,Corporation,AEROSPATIALE/ALENIA,2005-09-15,ATR-72-212,Valid,Fixed Wing Multi-Engine,Turbo-Prop,1994
N643DL,Corporation,BOEING,1989-02-11,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N643JB,Corporation,AIRBUS,2006-09-07,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N643SW,Corporation,BOEING,1997-02-13,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N643UA,Corporation,BOEING,2005-11-22,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N644AE,Corporation,EMBRAER,1999-12-21,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N644AS,Corporation,BOEING,2003-02-07,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2003
N644AW,Corporation,AIRBUS INDUSTRIE,2003-02-10,A320-231,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
N644DL,Corporation,BOEING,1989-02-15,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N644JB,Corporation,AIRBUS,2006-09-20,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N644SW,Corporation,BOEING,1997-05-12,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N644UA,Corporation,BOEING,2005-11-22,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N645AE,Corporation,EMBRAER,2000-01-14,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N645DL,Corporation,BOEING,2002-12-31,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N645JB,Corporation,AIRBUS,2006-10-05,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N645SW,Corporation,BOEING,1997-06-05,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N646AE,Corporation,EMBRAER,2000-01-20,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N646BR,Corporation,BOMBARDIER INC,2000-04-27,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N646DL,Corporation,BOEING,1989-05-01,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N646JB,Corporation,AIRBUS,2006-11-15,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N646SW,Corporation,BOEING,1997-06-02,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N646UA,Corporation,BOEING,2005-11-04,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N647AE,Corporation,EMBRAER,2000-02-11,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N647AS,Corporation,BOEING,2003-04-14,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2003
N647AW,Corporation,AIRBUS INDUSTRIE,2007-11-01,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N647DL,Corporation,BOEING,1989-05-05,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N647SW,Corporation,BOEING,1997-08-23,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N647UA,Corporation,BOEING,2005-11-28,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N648AE,Corporation,EMBRAER,2000-02-11,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N648AW,Corporation,AIRBUS INDUSTRIE,2007-10-31,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N648DL,Corporation,BOEING,1989-05-05,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N648JB,Corporation,AIRBUS,2006-12-07,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N648SW,Corporation,BOEING,1997-09-04,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N648UA,Corporation,BOEING,2005-10-04,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N649AS,Corporation,BOEING,2003-11-20,737-790,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2003
N649AW,Corporation,AIRBUS INDUSTRIE,1998-04-21,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N649BR,Corporation,BOMBARDIER INC,2006-08-18,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N649DL,Corporation,BOEING,1989-05-26,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N649JB,Corporation,AIRBUS,2006-12-06,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2006
N649PP,Corporation,EMBRAER,2000-03-16,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N649SW,Corporation,BOEING,1997-08-23,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N649UA,Corporation,BOEING,1992-07-27,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N650AE,Corporation,EMBRAER,2001-04-27,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N650AW,Corporation,AIRBUS INDUSTRIE,2004-05-07,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N650DL,Corporation,BOEING,1989-06-29,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N650ML,Corporation,BOMBARDIER INC,2005-02-01,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
N650SW,Corporation,BOEING,1997-09-06,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N651AE,Corporation,EMBRAER,2001-05-04,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N651AW,Corporation,AIRBUS INDUSTRIE,2004-05-14,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N651BR,Corporation,BOMBARDIER INC,2000-09-14,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N651DL,Corporation,BOEING,1989-07-28,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N651JB,Corporation,AIRBUS,2007-01-10,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N651SW,Corporation,BOEING,1997-10-10,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N651UA,Corporation,BOEING,1992-09-14,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N652AW,Corporation,AIRBUS INDUSTRIE,2004-06-10,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N652DL,Corporation,BOEING,1989-07-28,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1989
N652JB,Corporation,AIRBUS,2007-02-07,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N652RS,Corporation,EMBRAER,2001-05-17,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N652SW,Corporation,BOEING,1997-10-10,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N652UA,Corporation,BOEING,1992-10-01,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N653AE,Corporation,EMBRAER,2001-05-25,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N653AW,Corporation,AIRBUS INDUSTRIE,2004-06-04,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N653CA,Corporation,BOMBARDIER INC,2004-01-16,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N653DL,Corporation,BOEING,2002-12-31,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
N653JB,Corporation,AIRBUS,2007-02-15,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N653SW,Corporation,BOEING,1997-10-20,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N653UA,Corporation,BOEING,1992-10-28,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N654AE,Corporation,EMBRAER,2001-05-25,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N654AW,Corporation,AIRBUS INDUSTRIE,2004-06-17,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N654BR,Corporation,BOMBARDIER INC,2000-11-30,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N654DL,Corporation,BOEING,1990-02-27,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
N654SW,Corporation,BOEING,1997-10-30,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N654UA,Corporation,BOEING,2005-10-04,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N655AE,Corporation,EMBRAER,2001-06-21,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N655AW,Corporation,AIRBUS INDUSTRIE,2004-06-23,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N655BR,Corporation,BOMBARDIER INC,2000-12-19,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N655DL,Corporation,BOEING,1990-03-02,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
N655JB,Corporation,AIRBUS,2007-03-22,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N655UA,Corporation,BOEING,2005-09-21,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
N655WN,Corporation,BOEING,1997-10-31,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N656AE,Corporation,EMBRAER,2003-10-20,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N656AW,Corporation,AIRBUS INDUSTRIE,2004-06-30,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N656CA,Corporation,BOMBARDIER INC,2004-04-30,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N656DL,Corporation,BOEING,1990-03-09,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
N656JB,Corporation,AIRBUS,2007-04-04,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N656SW,Corporation,BOEING,1997-12-03,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N656UA,Corporation,BOEING,2005-10-04,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N657AE,Corporation,EMBRAER,2003-10-27,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N657AW,Corporation,AIRBUS INDUSTRIE,2004-07-09,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N657DL,Corporation,BOEING,1990-06-19,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
N657JB,Corporation,AIRBUS,2007-05-04,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N657SW,Corporation,BOEING,1998-04-17,737-3L9,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
N657UA,Corporation,BOEING,2005-07-27,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N658AE,Corporation,EMBRAER,2003-11-10,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N658AW,Corporation,AIRBUS INDUSTRIE,1999-11-10,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N658CA,Corporation,BOMBARDIER INC,2004-05-28,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N658DL,Corporation,BOEING,2007-06-14,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
N658JB,Corporation,AIRBUS,2007-06-06,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N658SW,Corporation,BOEING,1998-04-17,737-3L9,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
N658UA,Corporation,BOEING,2005-07-26,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N659AE,Corporation,EMBRAER,2003-11-18,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N659AW,Corporation,AIRBUS INDUSTRIE,2004-07-23,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N659BR,Corporation,BOMBARDIER INC,2007-02-27,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N659CA,Corporation,BOMBARDIER INC,2007-12-20,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N659DL,Corporation,BOEING,2007-10-04,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
N659JB,Corporation,AIRBUS,2007-07-18,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N659SW,Corporation,BOEING,1998-05-08,737-301,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
N659UA,Corporation,BOEING,2005-07-28,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N66051,Corporation,BOEING,2000-09-01,767-424ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N66056,Corporation,BOEING,2001-06-29,767-424ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N66057,Corporation,BOEING,2002-01-07,767-424ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2002
N660AW,Corporation,AIRBUS INDUSTRIE,2004-08-03,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N660CL,Corporation,EMBRAER,2003-12-08,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N660DL,Corporation,BOEING,2007-07-24,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
N660SW,Corporation,BOEING,1998-05-22,737-301,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
N660UA,Corporation,BOEING,2005-07-26,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N661AW,Corporation,AIRBUS INDUSTRIE,2004-08-10,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N661DN,Corporation,BOEING,1990-12-27,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1990
N661JA,Corporation,EMBRAER,2003-12-15,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N661JB,Corporation,AIRBUS,2007-09-07,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
N661SW,Corporation,BOEING,2007-05-14,737-317,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
N661UA,Corporation,BOEING,2005-11-04,767-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
N662AW,Corporation,AIRBUS INDUSTRIE,2004-08-19,A320-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N662DN,Corporation,BOEING,1991-02-15,757-232,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1991
